ticker,date,open,high,low,close,volume
DGW,2026-03-04,43.45,45.2,42.18,44.91,6543723
DGW,2026-03-05,45.5,46.28,44.91,44.91,3604253
DGW,2026-03-06,44.18,45.2,42.76,43.69,3245252
DGW,2026-03-09,40.66,41.0,40.66,40.66,3153165
DGW,2026-03-10,41.1,41.3,39.05,41.3,5043459
DGW,2026-03-11,41.3,44.18,41.0,44.18,3549098
DGW,2026-03-12,43.45,44.37,42.37,43.1,1870825
DGW,2026-03-13,42.18,43.45,42.03,42.13,2827689
DGW,2026-03-16,41.3,42.47,40.91,42.08,2163108
DGW,2026-03-17,42.66,43.3,42.37,42.86,1401712
DGW,2026-03-18,43.45,43.45,41.0,42.66,1276051
DGW,2026-03-19,41.79,42.57,40.52,42.47,2666355
DGW,2026-03-20,42.27,42.27,40.76,41.0,1890584
DGW,2026-03-23,39.64,40.37,38.47,39.64,3232682
DGW,2026-03-24,40.81,41.35,40.03,41.3,1456315
DGW,2026-03-25,41.98,42.66,41.69,42.57,2076518
DGW,2026-03-26,42.37,43.93,41.88,43.93,2166224
DGW,2026-03-27,43.93,44.42,43.15,44.42,1474707
DGW,2026-03-30,42.76,45.11,42.76,44.71,1485798
DGW,2026-03-31,45.01,45.35,44.03,44.71,1502499
DGW,2026-04-01,45.5,45.5,44.28,44.91,1068665
DGW,2026-04-02,44.52,44.86,42.76,44.86,1915406
DGW,2026-04-03,44.81,44.81,42.86,42.86,1110648
DGW,2026-04-06,42.86,43.1,41.49,42.66,1453923
DGW,2026-04-07,42.18,42.57,41.49,41.93,1227892
DGW,2026-04-08,43.4,44.71,43.2,44.67,2147826
DGW,2026-04-09,44.67,45.54,44.03,45.11,2329832
DGW,2026-04-10,45.11,45.69,44.42,44.57,1375050
DGW,2026-04-13,43.93,44.71,43.49,44.52,985811
DGW,2026-04-14,45.11,45.59,43.93,44.52,1511434
DGW,2026-04-15,44.71,45.01,43.49,43.59,1484744
DGW,2026-04-16,43.54,44.62,43.45,44.13,1418804
DGW,2026-04-17,44.28,46.57,44.28,44.86,3744158
DGW,2026-04-20,44.86,45.4,44.08,44.91,1193833
DGW,2026-04-21,45.11,45.2,43.98,44.42,1834151
DGW,2026-04-22,43.98,44.52,43.64,44.52,1107803
DGW,2026-04-23,44.62,44.71,42.86,43.54,1640146
DGW,2026-04-24,43.1,43.59,42.57,43.45,1052897
DGW,2026-04-28,42.81,43.74,41.79,41.98,2052427
DGW,2026-04-29,41.88,42.66,41.59,42.42,799911
DGW,2026-05-04,42.42,42.86,41.98,42.47,640893
DGW,2026-05-05,42.57,42.57,41.93,42.47,577323
DGW,2026-05-06,42.47,42.86,42.18,42.47,1255347
DGW,2026-05-07,42.96,43.69,42.57,43.15,1257555
DGW,2026-05-08,42.81,43.05,41.88,42.27,1915433
DGW,2026-05-11,42.08,42.13,40.52,40.52,3394214
DGW,2026-05-12,40.61,41.3,40.37,41.25,1095060
DGW,2026-05-13,41.4,41.45,40.5,41.4,1097072
DGW,2026-05-14,41.45,42.4,41.4,42.4,1062226
DGW,2026-05-15,42.5,42.5,41.75,42.4,936200
DGW,2026-05-18,41.8,42.1,41.55,42.0,884270
DGW,2026-05-19,41.95,42.8,41.45,41.9,1375940
DGW,2026-05-20,41.75,41.75,39.6,40.85,2199324
DGW,2026-05-21,41.2,41.7,40.85,41.7,700073
DGW,2026-05-22,41.7,41.7,40.6,41.25,867070
DGW,2026-05-25,40.85,41.1,40.6,41.0,532310
DGW,2026-05-26,41.05,41.45,40.55,41.45,776000
DGW,2026-05-27,41.3,42.25,41.3,41.7,1069800
DGW,2026-05-28,41.7,42.05,41.3,41.6,815500
DGW,2026-05-29,41.65,41.65,40.7,40.85,633100
DGW,2026-06-01,41.0,41.15,40.0,40.0,1112900
DGW,2026-06-02,40.0,40.35,39.2,39.4,945000
DGW,2026-06-03,39.1,40.45,39.1,40.45,681200
DGW,2026-06-04,40.45,40.45,39.65,40.1,420400
DGW,2026-06-05,40.1,40.45,39.5,39.9,478200
DGW,2026-06-08,39.5,39.5,38.75,39.5,995500
DGW,2026-06-09,39.5,39.5,38.85,38.95,323300
DGW,2026-06-10,39.0,39.4,38.7,39.35,657500
DGW,2026-06-11,39.05,39.25,38.8,39.15,204400
DGW,2026-06-12,39.45,39.45,38.9,38.9,405000
DGW,2026-06-15,39.2,40.2,39.2,40.2,1234100
DGW,2026-06-16,40.15,41.35,40.1,41.3,1307300
DGW,2026-06-17,41.1,42.0,41.1,42.0,1192200
DGW,2026-06-18,41.95,41.95,41.0,41.0,443600
DGW,2026-06-19,41.0,41.0,40.25,40.25,424900
DGW,2026-06-22,40.25,40.7,39.8,40.6,471700
DGW,2026-06-23,40.1,40.45,39.1,39.1,1197100
DGW,2026-06-24,39.1,39.35,38.85,39.25,1003700
DGW,2026-06-25,39.25,40.0,39.1,39.75,596500
DGW,2026-06-26,39.7,39.75,39.0,39.1,672500
DGW,2026-06-29,39.2,40.25,39.15,40.25,714400
DGW,2026-06-30,40.25,40.25,39.8,40.2,401200
DGW,2026-07-01,40.1,40.75,39.7,40.1,850000
DGW,2026-07-02,40.8,40.8,40.1,40.2,661300
DGW,2026-07-03,39.95,40.7,39.9,40.25,611700
DGW,2026-07-06,40.35,40.45,37.45,39.0,829300
DGW,2026-07-07,38.45,39.4,38.45,39.4,617500
DGW,2026-07-08,39.6,39.6,38.8,39.45,257900
DGW,2026-07-09,39.0,39.2,38.8,38.85,451000
DGW,2026-07-10,38.9,39.05,38.5,38.5,422800
DGW,2026-07-13,38.55,38.8,38.0,38.55,801900
DGW,2026-07-14,38.4,39.0,38.0,39.0,357600
DGW,2026-07-15,39.0,39.0,37.8,37.8,592000
DGW,2026-07-16,37.8,38.0,35.3,38.0,1272300
DGW,2026-07-17,38.4,38.4,37.25,37.4,321100
DGW,2026-07-20,36.95,37.2,35.0,35.15,1084300
DPM,2025-12-16,22.1,22.5,21.55,22.35,2186300
DPM,2025-12-17,22.5,22.55,22.15,22.25,1844700
DPM,2025-12-18,22.25,22.3,22.1,22.25,900500
DPM,2025-12-19,22.3,22.5,22.0,22.5,2647200
DPM,2025-12-22,22.5,22.75,22.4,22.55,1808600
DPM,2025-12-23,22.7,22.7,22.2,22.2,1948300
DPM,2025-12-24,22.2,22.45,22.1,22.35,1498700
DPM,2025-12-25,22.35,22.6,22.15,22.15,1699500
DPM,2025-12-26,22.05,22.3,21.75,22.1,2237400
DPM,2025-12-29,22.45,22.95,22.2,22.7,3716400
DPM,2025-12-30,22.7,22.75,22.4,22.4,1881500
DPM,2025-12-31,22.4,22.6,22.25,22.25,1429700
DPM,2026-01-05,22.5,22.9,22.2,22.5,4704800
DPM,2026-01-06,22.65,23.1,22.65,22.85,4493900
DPM,2026-01-07,23.0,23.6,22.8,23.45,5731500
DPM,2026-01-08,23.85,24.1,23.4,23.5,7920400
DPM,2026-01-09,23.45,23.95,23.45,23.75,6041200
DPM,2026-01-12,23.85,24.7,23.85,24.3,8618100
DPM,2026-01-13,24.4,24.65,23.75,24.4,8015500
DPM,2026-01-14,24.65,25.5,24.2,24.9,12596300
DPM,2026-01-15,24.95,24.95,24.3,24.3,5419400
DPM,2026-01-16,24.4,24.5,24.0,24.1,4680200
DPM,2026-01-19,24.2,24.45,24.0,24.2,2722200
DPM,2026-01-20,24.3,24.7,24.15,24.3,4862900
DPM,2026-01-21,24.15,24.7,24.1,24.65,7793300
DPM,2026-01-22,24.8,26.35,24.8,25.85,18893400
DPM,2026-01-23,25.85,25.85,24.4,24.55,6074700
DPM,2026-01-26,24.55,24.6,22.85,23.0,11076900
DPM,2026-01-27,23.1,23.7,23.05,23.3,3200400
DPM,2026-01-28,23.6,23.9,23.4,23.6,3524900
DPM,2026-01-29,23.85,24.05,23.4,23.9,3282800
DPM,2026-01-30,24.25,24.25,23.85,23.95,4599700
DPM,2026-02-02,24.1,24.5,23.9,24.45,5514200
DPM,2026-02-03,24.65,25.45,24.5,24.7,9295200
DPM,2026-02-04,24.85,25.15,24.6,25.0,5946500
DPM,2026-02-05,25.35,25.75,25.0,25.0,10423200
DPM,2026-02-06,24.75,25.1,24.15,24.7,6412400
DPM,2026-02-09,24.9,25.45,24.4,25.35,6154200
DPM,2026-02-10,25.4,25.45,24.6,25.1,6919400
DPM,2026-02-11,25.1,25.55,24.8,25.25,5130300
DPM,2026-02-12,25.25,25.4,25.0,25.0,3259800
DPM,2026-02-13,25.05,25.3,24.95,25.0,4495300
DPM,2026-02-23,25.3,25.8,25.15,25.4,5447000
DPM,2026-02-24,25.65,27.15,25.5,26.9,22734000
DPM,2026-02-25,27.1,27.2,26.6,26.8,9320500
DPM,2026-02-26,27.0,27.05,26.35,26.5,8774600
DPM,2026-02-27,26.75,28.0,26.7,27.6,18937700
DPM,2026-03-02,29.5,29.5,29.0,29.5,17341600
DPM,2026-03-03,31.5,31.5,29.6,31.35,21491100
DPM,2026-03-04,32.5,32.5,29.35,30.6,27509400
DPM,2026-03-05,30.95,31.6,29.6,30.5,19382300
DPM,2026-03-06,31.05,31.5,30.5,31.15,15649900
DPM,2026-03-09,33.3,33.3,29.9,29.95,39829000
DPM,2026-03-10,30.2,32.0,30.0,31.3,16556300
DPM,2026-03-11,31.3,31.85,29.9,31.8,13819800
DPM,2026-03-12,32.35,34.0,32.35,34.0,22324700
DPM,2026-03-13,35.0,35.8,32.5,33.2,17041900
DPM,2026-03-16,33.2,33.3,30.9,30.9,11431200
DPM,2026-03-17,30.0,30.5,28.75,28.75,26655800
DPM,2026-03-18,29.0,30.75,28.85,30.75,7434500
DPM,2026-03-19,31.65,31.7,29.75,30.75,10387100
DPM,2026-03-20,30.8,30.85,28.7,28.85,9134100
DPM,2026-03-23,28.7,29.9,28.0,28.7,8107900
DPM,2026-03-24,29.75,29.75,28.45,28.8,4313800
DPM,2026-03-25,29.0,29.9,28.7,29.4,5732000
DPM,2026-03-26,29.4,31.2,28.5,31.1,12313800
DPM,2026-03-27,31.3,31.85,30.65,30.8,9590700
DPM,2026-03-30,30.95,31.7,30.8,30.85,7216500
DPM,2026-03-31,31.0,31.0,29.3,29.85,10183900
DPM,2026-04-01,30.0,30.05,28.8,28.9,8083700
DPM,2026-04-02,29.15,29.55,28.65,29.5,3658700
DPM,2026-04-03,29.55,29.65,28.8,28.8,3194800
DPM,2026-04-06,28.75,29.0,27.6,27.6,5406800
DPM,2026-04-07,28.05,28.55,27.75,27.95,3635800
DPM,2026-04-08,28.6,28.9,27.9,28.9,4350500
DPM,2026-04-09,28.75,29.45,28.4,28.5,3240000
DPM,2026-04-10,28.6,29.65,28.4,29.1,5892100
DPM,2026-04-13,29.3,29.7,29.3,29.3,3874500
DPM,2026-04-14,29.5,29.5,28.65,28.7,4443700
DPM,2026-04-15,28.8,29.0,28.3,28.35,4142400
DPM,2026-04-16,28.55,28.9,28.25,28.65,2675300
DPM,2026-04-17,28.65,29.45,28.5,28.9,5571000
DPM,2026-04-20,29.1,29.15,28.5,28.6,2164100
DPM,2026-04-21,28.7,28.75,28.2,28.2,3078500
DPM,2026-04-22,28.2,28.6,27.9,28.0,2836500
DPM,2026-04-23,28.1,28.25,26.65,27.0,6983300
DPM,2026-04-24,27.05,27.45,26.3,26.45,5565000
DPM,2026-04-28,26.55,26.95,25.5,25.65,5514300
DPM,2026-04-29,25.65,26.8,25.5,26.5,5017400
DPM,2026-05-04,26.3,26.95,26.05,26.05,3474600
DPM,2026-05-05,26.2,26.6,25.75,26.55,4425800
DPM,2026-05-06,26.65,26.65,26.4,26.55,2049100
DPM,2026-05-07,26.55,26.7,25.95,26.0,3729200
DPM,2026-05-08,26.0,26.2,25.75,25.85,2547400
DPM,2026-05-11,26.0,26.55,25.85,26.4,3170400
DPM,2026-05-12,26.7,26.75,26.2,26.65,3465100
DPM,2026-05-13,26.7,27.8,26.35,27.3,6692400
DPM,2026-05-14,27.3,27.6,26.8,26.9,3022800
DPM,2026-05-15,26.95,27.2,26.55,27.0,3328400
DPM,2026-05-18,27.15,28.45,27.1,28.15,9223600
DPM,2026-05-19,28.35,28.35,26.7,26.95,4795200
DPM,2026-05-20,26.8,27.1,25.6,26.85,5026300
DPM,2026-05-21,26.85,27.0,26.1,26.3,2414100
DPM,2026-05-22,26.7,26.95,26.35,26.45,2609600
DPM,2026-05-25,26.25,26.4,25.85,26.1,3079100
DPM,2026-05-26,26.0,26.3,26.0,26.2,1744700
DPM,2026-05-27,26.3,26.45,26.1,26.15,1298400
DPM,2026-05-28,26.1,26.25,25.8,25.85,2182800
DPM,2026-05-29,25.85,26.0,25.5,25.9,3258300
DPM,2026-06-01,25.8,25.85,25.5,25.65,2212000
DPM,2026-06-02,25.7,25.8,25.0,25.15,2628500
DPM,2026-06-03,25.15,25.25,24.7,25.15,2079400
DPM,2026-06-04,24.95,25.7,24.95,25.25,1399800
DPM,2026-06-05,25.15,25.35,25.1,25.1,857800
DPM,2026-06-08,25.0,25.0,24.5,24.5,2600500
DPM,2026-06-09,24.55,24.65,23.9,24.0,3512900
DPM,2026-06-10,24.05,24.35,23.8,24.1,2716300
DPM,2026-06-11,24.1,24.55,24.1,24.4,1916100
DPM,2026-06-12,24.5,24.55,24.15,24.2,1578400
DPM,2026-06-15,24.2,24.2,23.6,23.65,4820100
DPM,2026-06-16,23.75,24.0,23.55,23.75,3355500
DPM,2026-06-17,23.75,23.9,23.6,23.65,3223300
DPM,2026-06-18,23.7,24.05,23.65,23.7,3364500
DPM,2026-06-19,23.7,23.75,23.5,23.5,2310900
DPM,2026-06-22,23.55,23.8,23.4,23.45,2820100
DPM,2026-06-23,23.45,23.55,22.95,23.0,5214400
DPM,2026-06-24,23.05,23.1,22.75,23.05,3196200
DPM,2026-06-25,23.1,23.1,22.7,22.7,2323200
DPM,2026-06-26,22.7,22.9,22.6,22.65,2180300
DPM,2026-06-29,22.75,23.15,22.75,23.0,3035200
DPM,2026-06-30,23.25,23.25,22.95,23.0,2052100
DPM,2026-07-01,23.2,23.4,23.0,23.1,1873200
DPM,2026-07-02,23.0,23.25,22.9,22.9,2384300
DPM,2026-07-03,23.0,23.0,22.85,22.85,1965300
DPM,2026-07-06,22.95,23.0,22.15,22.4,2991200
DPM,2026-07-07,22.45,22.7,22.4,22.65,2017100
DPM,2026-07-08,22.9,24.2,22.8,24.2,12316200
DPM,2026-07-09,24.2,24.55,23.8,23.8,3830000
DPM,2026-07-10,23.75,23.95,23.4,23.4,3158000
DPM,2026-07-13,23.7,23.7,22.7,23.4,3551200
DPM,2026-07-14,23.85,24.4,23.5,24.4,6483400
DPM,2026-07-15,24.45,24.5,23.55,23.6,2424900
DPM,2026-07-16,23.5,23.75,22.6,23.75,3449200
DPM,2026-07-17,23.7,23.7,23.15,23.5,1586400
DPM,2026-07-20,23.75,23.95,22.7,22.95,4681600
DXG,2025-12-16,14.3,15.26,14.08,15.13,17094028
DXG,2025-12-17,15.04,15.13,14.78,14.78,6563908
DXG,2025-12-18,14.78,15.13,14.69,15.13,9447493
DXG,2025-12-19,15.13,15.61,15.0,15.61,15575603
DXG,2025-12-22,15.75,15.83,15.48,15.79,8862665
DXG,2025-12-23,15.79,15.88,15.44,15.7,9744694
DXG,2025-12-24,15.61,16.01,15.53,15.92,10960743
DXG,2025-12-25,15.88,15.97,15.44,15.44,9016137
DXG,2025-12-26,15.35,15.48,14.74,15.44,16052390
DXG,2025-12-29,15.53,15.57,15.18,15.48,6377930
DXG,2025-12-30,15.44,15.61,15.13,15.35,8080446
DXG,2025-12-31,15.31,15.31,15.0,15.0,7803115
DXG,2026-01-05,15.0,15.26,14.61,14.91,8390591
DXG,2026-01-06,14.78,14.91,14.43,14.61,9556139
DXG,2026-01-07,14.74,14.87,14.52,14.69,10870253
DXG,2026-01-08,14.82,15.0,14.39,14.47,15755508
DXG,2026-01-09,14.47,14.61,13.51,13.6,33204029
DXG,2026-01-12,13.64,14.34,13.42,14.12,20916287
DXG,2026-01-13,14.52,14.65,14.08,14.21,17196412
DXG,2026-01-14,14.08,14.52,13.82,13.95,17791605
DXG,2026-01-15,13.77,14.43,13.73,13.99,17368275
DXG,2026-01-16,14.08,14.25,13.82,13.95,10855656
DXG,2026-01-19,13.99,14.17,13.77,13.77,12202357
DXG,2026-01-20,13.82,13.99,13.51,13.55,13132036
DXG,2026-01-21,13.42,13.9,13.11,13.33,18316019
DXG,2026-01-22,13.38,14.25,12.85,13.82,39081134
DXG,2026-01-23,13.86,13.95,13.33,13.42,9793280
DXG,2026-01-26,13.38,13.51,12.76,12.85,18069138
DXG,2026-01-27,12.89,13.16,12.81,13.16,7035611
DXG,2026-01-28,13.16,13.51,12.81,13.33,12659886
DXG,2026-01-29,13.42,13.55,13.25,13.33,4822466
DXG,2026-01-30,13.38,13.68,13.29,13.51,11592551
DXG,2026-02-02,13.42,13.51,13.11,13.33,9404381
DXG,2026-02-03,13.42,13.51,13.16,13.38,12366745
DXG,2026-02-04,13.38,13.6,13.2,13.51,8326461
DXG,2026-02-05,13.6,13.64,13.2,13.2,8946497
DXG,2026-02-06,13.07,13.11,12.54,12.54,17990511
DXG,2026-02-09,12.76,13.16,12.59,13.16,11546492
DXG,2026-02-10,13.16,13.25,12.89,12.89,5758722
DXG,2026-02-11,13.07,13.77,12.98,13.73,36939709
DXG,2026-02-12,13.6,13.9,13.6,13.82,6625602
DXG,2026-02-13,13.68,13.86,13.55,13.82,10875578
DXG,2026-02-23,13.86,14.12,13.64,14.04,16768417
DXG,2026-02-24,13.95,14.04,13.68,14.04,13027073
DXG,2026-02-25,14.04,14.04,13.73,13.86,13636772
DXG,2026-02-26,13.9,13.99,13.6,13.82,11530830
DXG,2026-02-27,13.77,13.77,13.16,13.25,25863381
DXG,2026-03-02,12.72,13.03,12.68,12.76,20858512
DXG,2026-03-03,12.85,13.03,12.59,12.76,14560687
DXG,2026-03-04,12.76,12.89,11.89,12.76,28383229
DXG,2026-03-05,12.89,12.89,12.15,12.37,22344018
DXG,2026-03-06,12.59,12.72,11.97,12.37,24476754
DXG,2026-03-09,11.54,11.75,11.54,11.54,6335649
DXG,2026-03-10,11.4,11.84,11.23,11.62,24129077
DXG,2026-03-11,11.71,12.41,11.67,12.15,22016447
DXG,2026-03-12,12.02,12.32,11.75,12.11,12595207
DXG,2026-03-13,11.93,12.54,11.89,12.28,13522842
DXG,2026-03-16,12.41,12.54,12.15,12.28,12711529
DXG,2026-03-17,12.41,12.68,12.06,12.06,24596255
DXG,2026-03-18,12.15,12.41,11.93,12.11,11986975
DXG,2026-03-19,11.97,12.54,11.93,12.37,18696945
DXG,2026-03-20,12.37,12.5,12.06,12.28,12547238
DXG,2026-03-23,12.02,12.11,11.45,11.45,20132966
DXG,2026-03-24,11.67,12.24,11.58,12.02,26918441
DXG,2026-03-25,12.19,12.5,12.06,12.41,20560587
DXG,2026-03-26,12.5,12.54,12.11,12.15,15506772
DXG,2026-03-27,12.11,12.98,12.11,12.81,41764092
DXG,2026-03-30,12.46,12.76,12.37,12.54,17013300
DXG,2026-03-31,12.68,12.89,12.54,12.76,21028635
DXG,2026-04-01,13.07,13.33,12.68,12.68,23282981
DXG,2026-04-02,12.59,12.72,12.41,12.68,13939808
DXG,2026-04-03,12.63,12.85,12.5,12.63,16412386
DXG,2026-04-06,12.63,12.81,12.11,12.15,14250801
DXG,2026-04-07,12.19,12.32,11.89,12.19,12253780
DXG,2026-04-08,12.63,13.03,12.5,13.03,27235332
DXG,2026-04-09,13.03,13.68,12.89,13.33,39892597
DXG,2026-04-10,13.64,13.68,13.25,13.38,19722040
DXG,2026-04-13,13.16,13.82,13.16,13.55,19044649
DXG,2026-04-14,13.77,13.77,13.42,13.47,14420660
DXG,2026-04-15,13.55,13.82,13.38,13.38,19507528
DXG,2026-04-16,13.38,13.38,12.98,13.29,16000605
DXG,2026-04-17,13.33,13.42,13.07,13.07,8759170
DXG,2026-04-20,13.11,13.29,13.07,13.16,8160448
DXG,2026-04-21,13.16,13.29,12.89,12.89,12596313
DXG,2026-04-22,12.94,13.11,12.85,12.89,8196552
DXG,2026-04-23,12.89,13.11,12.59,12.72,13714240
DXG,2026-04-24,12.72,13.11,12.63,13.07,11673983
DXG,2026-04-28,13.16,13.29,13.03,13.07,9175996
DXG,2026-04-29,13.11,13.64,13.07,13.47,25127448
DXG,2026-05-04,13.55,14.17,13.55,13.6,24121234
DXG,2026-05-05,13.55,13.68,13.2,13.47,12867301
DXG,2026-05-06,13.47,13.9,13.33,13.86,19000647
DXG,2026-05-07,14.04,14.04,13.55,13.55,18790079
DXG,2026-05-08,13.51,13.68,13.42,13.55,9826703
DXG,2026-05-11,13.55,13.95,13.42,13.77,19407089
DXG,2026-05-12,13.82,14.47,13.82,14.21,33784449
DXG,2026-05-13,14.3,14.34,13.9,13.99,16012629
DXG,2026-05-14,14.04,14.21,13.86,14.04,10369645
DXG,2026-05-15,14.12,14.21,13.9,14.08,15796000
DXG,2026-05-18,13.86,13.95,13.68,13.95,17080611
DXG,2026-05-19,13.95,14.12,13.82,14.04,16889482
DXG,2026-05-20,14.04,14.04,13.07,13.07,48542776
DXG,2026-05-21,13.2,13.2,12.68,12.76,16621765
DXG,2026-05-22,12.85,13.07,12.81,12.94,11885037
DXG,2026-05-25,13.07,13.25,12.98,12.98,7655497
DXG,2026-05-26,13.03,13.55,12.89,13.29,20673614
DXG,2026-05-27,13.38,13.42,13.25,13.38,20799228
DXG,2026-05-28,13.65,13.75,13.35,13.35,10278550
DXG,2026-05-29,13.35,13.35,13.05,13.05,7535807
DXG,2026-06-01,13.1,13.3,13.05,13.2,3946094
DXG,2026-06-02,13.2,13.2,12.5,12.85,12132745
DXG,2026-06-03,12.8,13.1,12.7,13.05,5541052
DXG,2026-06-04,13.05,13.1,12.75,12.9,4085897
DXG,2026-06-05,12.95,12.95,12.75,12.85,5455524
DXG,2026-06-08,12.65,12.9,12.6,12.85,8057796
DXG,2026-06-09,12.85,13.0,12.8,13.0,3844630
DXG,2026-06-10,13.0,13.4,12.85,13.15,10344800
DXG,2026-06-11,13.1,13.15,12.95,12.95,4580900
DXG,2026-06-12,13.05,13.1,12.8,12.8,9040700
DXG,2026-06-15,13.0,13.1,12.8,13.05,10313200
DXG,2026-06-16,13.1,13.35,13.05,13.3,12289500
DXG,2026-06-17,13.3,13.55,13.25,13.35,10105200
DXG,2026-06-18,13.35,13.45,13.15,13.25,6571000
DXG,2026-06-19,13.3,13.55,13.2,13.3,11013700
DXG,2026-06-22,13.3,13.35,13.0,13.0,7785500
DXG,2026-06-23,13.0,13.1,12.45,12.45,18127300
DXG,2026-06-24,12.5,12.6,12.2,12.4,10950600
DXG,2026-06-25,12.4,12.5,12.35,12.4,3726500
DXG,2026-06-26,12.3,12.55,12.3,12.45,2985300
DXG,2026-06-29,12.45,12.6,12.4,12.6,4827900
DXG,2026-06-30,12.6,12.75,12.4,12.65,8702000
DXG,2026-07-01,12.55,12.75,12.55,12.7,4597800
DXG,2026-07-02,12.65,12.75,12.35,12.35,8224600
DXG,2026-07-03,12.35,12.45,12.1,12.15,15238300
DXG,2026-07-06,12.15,12.25,11.8,11.9,7947700
DXG,2026-07-07,11.95,12.0,11.75,11.9,5973400
DXG,2026-07-08,12.0,12.3,11.9,12.1,8029600
DXG,2026-07-09,11.95,12.15,11.95,12.0,3497000
DXG,2026-07-10,12.0,12.4,11.95,12.05,9989100
DXG,2026-07-13,12.0,12.3,11.95,12.1,9066800
DXG,2026-07-14,12.1,12.45,12.0,12.3,10039200
DXG,2026-07-15,12.25,12.45,11.85,12.2,7250600
DXG,2026-07-16,12.15,12.25,11.7,12.2,11627600
DXG,2026-07-17,12.25,12.25,11.9,12.2,5863900
DXG,2026-07-20,12.0,12.1,11.35,11.35,17415100
EIB,2025-12-16,20.6,21.55,19.8,21.55,7671900
EIB,2025-12-17,21.6,21.85,21.25,21.65,4611900
EIB,2025-12-18,21.6,21.7,21.3,21.45,2167700
EIB,2025-12-19,21.5,21.6,21.25,21.5,4525600
EIB,2025-12-22,21.55,22.6,21.25,22.5,11028500
EIB,2025-12-23,22.75,22.75,22.25,22.45,9174500
EIB,2025-12-24,22.45,22.8,22.25,22.4,4940000
EIB,2025-12-25,22.4,22.65,22.0,22.0,5331700
EIB,2025-12-26,21.95,21.95,21.0,21.55,8216700
EIB,2025-12-29,21.55,21.75,21.3,21.3,3121400
EIB,2025-12-30,21.35,21.65,21.3,21.65,4800700
EIB,2025-12-31,21.65,21.75,21.3,21.3,4140300
EIB,2026-01-05,21.5,21.5,20.5,20.95,7289700
EIB,2026-01-06,20.95,21.5,20.6,21.2,5987500
EIB,2026-01-07,21.5,22.0,21.4,21.75,7080600
EIB,2026-01-08,21.7,22.2,21.45,21.85,9955200
EIB,2026-01-09,21.95,22.05,21.3,21.3,7257700
EIB,2026-01-12,21.3,22.15,20.95,22.0,10663900
EIB,2026-01-13,22.3,23.5,21.9,23.5,34166600
EIB,2026-01-14,23.5,24.2,22.95,23.05,15903000
EIB,2026-01-15,22.95,23.35,22.4,23.1,16863200
EIB,2026-01-16,23.45,23.45,22.7,23.0,9040500
EIB,2026-01-19,23.0,23.4,22.7,23.1,7030000
EIB,2026-01-20,23.2,23.4,22.85,22.9,8531500
EIB,2026-01-21,22.55,22.9,22.15,22.2,9812500
EIB,2026-01-22,22.25,22.95,22.25,22.4,5322900
EIB,2026-01-23,22.5,22.95,22.4,22.55,6637000
EIB,2026-01-26,22.6,22.9,21.3,21.6,9672700
EIB,2026-01-27,21.7,21.8,21.0,21.0,6750500
EIB,2026-01-28,21.05,21.35,20.7,20.85,7699900
EIB,2026-01-29,21.3,21.3,20.85,20.95,3257800
EIB,2026-01-30,21.2,21.2,20.7,20.85,9228500
EIB,2026-02-02,20.75,20.8,20.4,20.65,9487100
EIB,2026-02-03,20.75,21.6,20.75,21.5,10283500
EIB,2026-02-04,21.6,21.65,21.3,21.45,5333800
EIB,2026-02-05,21.6,21.6,21.0,21.0,4545000
EIB,2026-02-06,20.9,20.95,20.5,20.6,7748100
EIB,2026-02-09,21.0,21.1,20.5,20.5,7314200
EIB,2026-02-10,21.0,21.45,20.0,20.0,24655700
EIB,2026-02-11,21.0,21.4,20.5,21.4,6526200
EIB,2026-02-12,22.5,22.7,21.9,22.35,19915800
EIB,2026-02-13,22.3,23.2,22.3,23.1,14234900
EIB,2026-02-23,23.1,23.85,22.55,23.4,13645700
EIB,2026-02-24,23.4,24.35,23.3,24.2,18062200
EIB,2026-02-25,24.35,24.55,23.6,23.6,15154700
EIB,2026-02-26,23.6,24.05,23.3,23.9,12732900
EIB,2026-02-27,23.9,24.0,23.4,23.4,8495300
EIB,2026-03-02,22.7,23.35,22.7,22.7,16426400
EIB,2026-03-03,22.8,23.25,22.5,22.8,9439600
EIB,2026-03-04,22.8,23.25,21.85,22.5,14089400
EIB,2026-03-05,22.6,23.3,22.35,22.35,11494400
EIB,2026-03-06,22.35,22.55,22.0,22.05,6059400
EIB,2026-03-09,20.6,20.95,20.55,20.55,20427200
EIB,2026-03-10,21.0,21.5,20.6,21.05,10427800
EIB,2026-03-11,21.2,22.5,21.1,22.45,12062300
EIB,2026-03-12,22.1,23.3,22.05,22.55,13211300
EIB,2026-03-13,22.3,22.9,22.3,22.5,6430000
EIB,2026-03-16,22.55,22.85,22.0,22.35,6779800
EIB,2026-03-17,22.8,23.25,22.5,23.0,7822400
EIB,2026-03-18,23.15,23.55,22.5,22.85,9512700
EIB,2026-03-19,22.4,22.65,22.2,22.35,5942300
EIB,2026-03-20,22.25,22.85,22.25,22.25,9054700
EIB,2026-03-23,21.9,22.0,21.0,21.25,11502200
EIB,2026-03-24,21.95,22.2,21.55,22.15,4580100
EIB,2026-03-25,22.45,22.7,22.15,22.55,6167700
EIB,2026-03-26,22.7,22.75,22.25,22.4,5525400
